timestamp,open,high,low,close,volume
2022-01-03T21:00:00Z,250.52,252.58,246.91,250.34,8464184
2022-01-04T21:00:00Z,250.71,251.96,249.77,250.17,8302378
2022-01-05T21:00:00Z,249.34,251.27,248.71,248.87,15634151
2022-01-06T21:00:00Z,248.99,249.38,246.87,247.18,9365537
2022-01-07T21:00:00Z,247.82,251.75,244.52,246.37,9064028
2022-01-10T21:00:00Z,245.82,245.96,245.16,245.22,8426359
2022-01-11T21:00:00Z,244.41,245.23,242.49,245.02,4330625
2022-01-12T21:00:00Z,245.64,248.09,244.53,246.17,6238012
2022-01-13T21:00:00Z,246.75,247.03,244.55,246.02,14040946
2022-01-14T21:00:00Z,246.80,250.88,246.21,249.42,6052328
2022-01-17T21:00:00Z,249.06,252.43,244.24,246.63,14723829
2022-01-18T21:00:00Z,246.17,246.35,243.83,244.26,12355708
2022-01-19T21:00:00Z,244.14,250.07,239.56,244.86,6505840
2022-01-20T21:00:00Z,245.20,250.33,243.06,247.26,15067099
2022-01-21T21:00:00Z,247.18,250.97,245.88,250.56,7708738
2022-01-24T21:00:00Z,250.01,251.91,245.77,249.67,11217750
2022-01-25T21:00:00Z,249.64,252.98,248.57,248.66,7389183
2022-01-26T21:00:00Z,248.51,254.11,247.44,248.99,8462760
2022-01-27T21:00:00Z,249.42,253.11,247.03,252.49,10080067
2022-01-28T21:00:00Z,252.66,252.80,250.47,251.58,7654076
2022-01-31T21:00:00Z,250.33,252.62,247.83,252.12,6489996
2022-02-01T21:00:00Z,251.97,254.08,250.88,252.27,9308918
2022-02-02T21:00:00Z,252.43,257.91,252.40,254.53,6808475
2022-02-03T21:00:00Z,254.31,256.43,253.47,254.13,7365253
2022-02-04T21:00:00Z,254.33,263.12,250.13,255.88,13930184
2022-02-07T21:00:00Z,255.79,258.07,254.36,256.88,6003174
2022-02-08T21:00:00Z,257.30,258.95,256.30,257.91,6360979
2022-02-09T21:00:00Z,258.52,261.99,256.28,259.74,24040746
2022-02-10T21:00:00Z,259.23,262.10,257.07,260.73,7908023
2022-02-11T21:00:00Z,261.64,266.18,259.18,260.42,14287642
2022-02-14T21:00:00Z,260.59,264.82,255.63,259.27,11973950
2022-02-15T21:00:00Z,258.54,262.43,257.56,259.68,5264156
2022-02-16T21:00:00Z,259.44,261.59,258.76,258.82,6801851
2022-02-17T21:00:00Z,258.60,259.82,257.27,259.66,9019866
2022-02-18T21:00:00Z,260.90,262.53,259.72,261.93,8755186
