timestamp,open,high,low,close,volume
2022-01-03T21:00:00Z,45.08,45.86,42.42,43.44,1124883
2022-01-04T21:00:00Z,43.38,44.14,42.92,43.36,776101
2022-01-05T21:00:00Z,43.48,43.74,42.08,43.36,1378700
2022-01-06T21:00:00Z,43.35,44.47,40.18,42.34,1353160
2022-01-07T21:00:00Z,42.10,43.26,40.75,42.83,1140373
2022-01-10T21:00:00Z,43.06,45.23,41.88,42.18,1819011
2022-01-11T21:00:00Z,41.70,44.06,41.70,43.20,1339600
2022-01-12T21:00:00Z,43.02,44.09,40.72,40.95,1083704
2022-01-13T21:00:00Z,40.89,41.24,40.78,41.16,818615
2022-01-14T21:00:00Z,41.16,41.27,39.04,39.80,652200
2022-01-17T21:00:00Z,39.96,40.33,38.00,38.75,920371
2022-01-18T21:00:00Z,38.67,40.49,37.74,39.35,1610393
2022-01-19T21:00:00Z,39.74,40.59,38.23,38.51,1470805
2022-01-20T21:00:00Z,38.45,39.59,38.25,39.36,1149223
2022-01-21T21:00:00Z,39.51,40.36,39.11,39.87,1165076
2022-01-24T21:00:00Z,39.77,39.95,39.23,39.71,1767591
2022-01-25T21:00:00Z,39.40,40.86,38.11,40.17,1270523
2022-01-26T21:00:00Z,39.96,42.28,39.67,41.13,957220
2022-01-27T21:00:00Z,41.31,42.94,40.76,42.89,931428
2022-01-28T21:00:00Z,43.19,44.20,40.38,41.07,1620421
2022-01-31T21:00:00Z,41.53,42.54,40.00,41.09,912910
2022-02-01T21:00:00Z,40.87,41.48,39.88,41.25,1428750
2022-02-02T21:00:00Z,41.45,42.87,39.74,42.86,1311203
2022-02-03T21:00:00Z,42.84,44.76,42.15,44.21,1347129
2022-02-04T21:00:00Z,43.87,44.36,43.87,44.06,1550483
2022-02-07T21:00:00Z,44.50,48.81,44.37,45.68,653499
2022-02-08T21:00:00Z,46.01,48.80,45.04,45.47,552200
2022-02-09T21:00:00Z,45.74,46.72,44.05,46.70,852035
2022-02-10T21:00:00Z,46.49,48.62,45.76,46.84,1844221
2022-02-11T21:00:00Z,46.67,46.81,45.15,46.40,1618029
2022-02-14T21:00:00Z,46.70,47.75,43.52,44.46,2108711
2022-02-15T21:00:00Z,44.68,44.98,42.28,43.84,1077255
2022-02-16T21:00:00Z,44.06,44.72,43.74,44.47,1282214
2022-02-17T21:00:00Z,44.32,44.76,42.39,42.60,673338
2022-02-18T21:00:00Z,42.39,44.52,41.65,44.38,1839989
2022-02-21T21:00:00Z,44.44,45.71,40.67,42.69,1324264
2022-02-22T21:00:00Z,43.21,44.51,41.23,41.47,1226837
2022-02-23T21:00:00Z,41.33,42.67,39.94,42.08,1324904
2022-02-24T21:00:00Z,42.14,42.68,41.39,42.29,613120
2022-02-25T21:00:00Z,42.24,42.32,41.02,42.18,1731736
2022-02-28T21:00:00Z,42.31,42.79,40.32,40.76,1657314
2022-03-01T21:00:00Z,40.37,42.64,40.09,41.40,732100
2022-03-02T21:00:00Z,41.47,43.11,41.11,42.43,1023792
2022-03-03T21:00:00Z,42.28,43.31,39.71,41.04,3025681
2022-03-04T21:00:00Z,41.30,43.20,41.08,42.45,1435797
2022-03-07T21:00:00Z,42.58,42.91,42.16,42.66,1880082
2022-03-08T21:00:00Z,42.02,42.84,39.64,42.63,1179787
2022-03-09T21:00:00Z,42.48,43.92,41.82,42.79,838635
2022-03-10T21:00:00Z,42.99,44.25,42.67,43.82,1590679
2022-03-11T21:00:00Z,43.89,44.03,40.82,42.97,1105511
2022-03-14T21:00:00Z,42.56,46.23,41.40,46.09,1264879
2022-03-15T21:00:00Z,45.53,46.72,45.51,46.68,1030526
2022-03-16T21:00:00Z,47.06,49.68,45.54,47.65,778143
2022-03-17T21:00:00Z,47.77,48.11,43.51,45.31,1707417
2022-03-18T21:00:00Z,45.62,47.80,43.96,46.78,2283044
2022-03-21T21:00:00Z,46.74,49.23,46.68,48.48,1476597
2022-03-22T21:00:00Z,48.70,51.28,48.38,49.86,789480
2022-03-23T21:00:00Z,49.51,50.86,47.51,50.32,976655
2022-03-24T21:00:00Z,50.85,51.91,50.60,51.03,1056063
2022-03-25T21:00:00Z,51.26,51.47,50.25,50.70,714823
2022-03-28T21:00:00Z,50.85,53.99,49.09,51.62,1021027
2022-03-29T21:00:00Z,51.78,52.64,51.71,52.51,1138720
2022-03-30T21:00:00Z,52.17,52.44,50.11,50.91,891334
2022-03-31T21:00:00Z,51.04,51.70,48.78,49.27,983198
2022-04-01T21:00:00Z,50.16,52.54,50.15,51.45,1332176
2022-04-04T21:00:00Z,52.03,54.16,47.91,50.37,1506256
2022-04-05T21:00:00Z,50.00,51.42,48.48,51.08,902103
2022-04-06T21:00:00Z,50.62,51.28,47.49,49.83,1426051
2022-04-07T21:00:00Z,49.91,53.35,48.72,51.95,1381549
2022-04-08T21:00:00Z,51.56,53.10,49.46,50.52,2502932
2022-04-11T21:00:00Z,50.61,51.59,46.21,48.81,1010196
2022-04-12T21:00:00Z,48.74,49.00,46.71,46.92,1154582
2022-04-13T21:00:00Z,47.42,48.16,46.11,47.28,1107653
2022-04-14T21:00:00Z,46.56,49.32,46.14,47.39,1621449
2022-04-15T21:00:00Z,47.62,48.86,45.50,46.27,1566322
2022-04-18T21:00:00Z,46.58,47.58,44.14,46.78,1133718
